5.812143881706691495e+00,-1.753779886373818889e-02,-1.238302452242476953e-02,-4.187419834327744256e-02,1.402044409778055445e-02,-7.576199302151584609e-03,-3.183589428922634079e-02,9.403774466181400934e-03,-9.021865619401216521e-03,-5.242027102884024015e-02,4.497886651113301715e-03,1.054054387774526480e-02,7.860562229156867198e-02
5.812894109003506671e+00,-1.880447571182543645e-02,-1.213698405697109274e-02,-6.676425762897617022e-02,2.372337923082524017e-02,-5.465887175615800550e-03,-4.523093439864806636e-02,1.534161551325297426e-02,-2.061463182723420606e-02,-7.600009070108693088e-02,9.095188731683844299e-03,2.755237996548905513e-02,1.305131242341211195e-01
5.813464219236825770e+00,-1.563305268139243698e-02,-8.674264060526232570e-03,-8.451184496624931930e-02,3.032687209700482903e-02,2.458831730841978813e-03,-5.149676595601593992e-02,2.156542750324063826e-02,-3.021669872939340348e-02,-8.643596913875396803e-02,1.267572293046576558e-02,4.383613969803623611e-02,1.670637358066441869e-01
5.813918489268621315e+00,-1.127190869287728048e-02,-4.852816023866544405e-03,-9.834505485846932460e-02,3.437118271545686055e-02,1.298328533493932346e-02,-5.459667458925627354e-02,2.807889103639172115e-02,-3.788495975585197406e-02,-9.070671844223109070e-02,1.550460781331658260e-02,5.777927155227212397e-02,1.943289465296047513e-01
5.814286683596358252e+00,-6.703597245107059156e-03,-1.489855077636800199e-03,-1.096290243355124844e-01,3.638507187693572342e-02,2.424665293699627966e-02,-5.611369247219168133e-02,3.448267033617885557e-02,-4.420871740706115716e-02,-9.207931893450911620e-02,1.784305602399973573e-02,6.926473942801393557e-02,2.156204899638738126e-01
5.814586157480547080e+00,-2.256140013193384981e-03,1.264540006688351457e-03,-1.190964051943575602e-01,3.687980146428129768e-02,3.530007879072041832e-02,-5.675473491661595787e-02,4.051630197804639150e-02,-4.962666139764747991e-02,-9.212792078724119094e-02,1.982359927301089592e-02,7.856655642503336534e-02,2.328132911121612580e-01
5.814829072324168457e+00,1.956133992366057908e-03,3.471049805427555736e-03,-1.272050473506866897e-01,3.629552643331004219e-02,4.570373066169061693e-02,-5.686612413947748912e-02,4.606494082928419553e-02,-5.440335987036879623e-02,-9.162145282767630849e-02,2.150519495189132796e-02,8.603249434137329177e-02,2.470242184562527477e-01
5.815024965775632104e+00,5.898221593694383084e-03,5.241229114379693244e-03,-1.342645302548585995e-01,3.498171987369659564e-02,5.528335269124493717e-02,-5.663276841365744163e-02,5.110123186198026191e-02,-5.869189445819503886e-02,-9.093588833221274981e-02,2.291893572027777978e-02,9.199011652361821501e-02,2.589591473673731326e-01
5.815181741297942963e+00,9.567562383046672447e-03,6.682558532878122605e-03,-1.404929768167413329e-01,3.320185041864728848e-02,6.399847935514803299e-02,-5.616260165630268530e-02,5.564206896688575488e-02,-6.258276375174731676e-02,-9.025224790687011445e-02,2.408957583974586855e-02,9.672173079960073860e-02,2.690922555205454980e-01
5.815306088002508922e+00,1.297537538169899959e-02,7.882585134984678929e-03,-1.460480878224117429e-01,3.114774975268614493e-02,7.187376667040890066e-02,-5.552465847858128328e-02,5.972384963808825137e-02,-6.613267985590941256e-02,-8.965377490590036025e-02,2.504271165457438303e-02,1.004619465900763592e-01,2.777605782908165732e-01
