5.812143881706691495e+00,-1.753779886373818889e-02,-1.238302452242476953e-02,-4.187419834327744256e-02,1.402044409778055445e-02,-7.576199302151584609e-03,-3.183589428922634079e-02,9.403774466181400934e-03,-9.021865619401216521e-03,-5.242027102884024015e-02,4.497886651113301715e-03,1.054054387774526480e-02,7.860562229156867198e-02
5.812894109003506671e+00,-1.397985370046281837e-02,-7.260814302195339916e-03,-6.218299961240895263e-02,1.886358367180304349e-02,-5.416491686373149997e-04,-4.054929334154033088e-02,1.043565325791478808e-02,-1.570485048342822043e-02,-7.152429341137533925e-02,4.140167598194976345e-03,2.265778540426650889e-02,1.262991804570368082e-01
5.813487777338869122e+00,-7.692331942118748635e-03,-7.925888444470534019e-04,-7.759301967661128008e-02,2.131958411091993896e-02,1.086416576136116363e-02,-4.414867257088026659e-02,1.253032533862997490e-02,-2.020348445312265470e-02,-8.080324574520174330e-02,3.759523084895791643e-03,3.412160766046738736e-02,1.615537892410712217e-01
5.813971591983007947e+00,-6.394801379285839152e-04,5.326206614496281980e-03,-9.016622420192176024e-02,2.178571552262139124e-02,1.402464088642557671e-02,-4.531898891733882051e-02,1.526309860398828398e-02,-2.302122585178903447e-02,-8.533161456365213893e-02,3.500085970136278604e-03,4.394417919710340986e-02,1.889997124674577256e-01
5.814368779657812070e+00,5.836949093242622087e-03,4.529249834532046715e-04,-1.012366075734200677e-01,2.099385578982309111e-02,1.950715811070966726e-02,-4.546715313276526033e-02,1.898900155426714795e-02,-2.374925981269504840e-02,-8.643764759360110517e-02,2.884372457474812870e-03,5.169723135607202924e-02,2.105042850380415276e-01
5.814670660213884013e+00,3.031709190831662157e-03,-3.292659022478312911e-03,-1.105108045372704684e-01,1.972492591019278652e-02,2.550582537375878020e-02,-4.434795312694266023e-02,2.226119732576331556e-02,-2.416895964632064311e-02,-8.486902297629175806e-02,1.806810638740704699e-03,5.846105356259380381e-02,2.279048860388666609e-01
5.814893862254184143e+00,2.237519808244046223e-03,4.358182096078881337e-03,-1.174086349830760351e-01,1.767685335790330700e-02,3.075987606324567109e-02,-4.175941047970159470e-02,2.425589932124906992e-02,-2.562721421618076659e-02,-8.130373823218010887e-02,1.042757245851335876e-03,6.497393603939054241e-02,2.424839367975193949e-01
5.815087525031457538e+00,9.934960665482230578e-04,4.518444412229269749e-04,-1.236343907867500230e-01,1.462200897068642418e-02,3.572564283021879145e-02,-3.942419064001317225e-02,2.636955906710738637e-02,-2.651197290371874737e-02,-7.783723992963055560e-02,7.081440635128045686e-04,6.993989329078378892e-02,2.552271212999108196e-01
5.815228778052428993e+00,5.855874056171618634e-04,-2.487146276686915108e-03,-1.287530653269662317e-01,1.155842917746578193e-02,4.002556335597096809e-02,-3.654894833212853772e-02,2.782136547601570323e-02,-2.778341434133998339e-02,-7.349040401920578502e-02,2.144781542467177633e-04,7.443906993117556381e-02,2.662703436337899299e-01
5.815333933777766973e+00,3.727304822829484313e-04,5.026361268952308364e-03,-1.333035334402234151e-01,8.575771246961700484e-03,4.377186330203115816e-02,-3.363596996591656368e-02,2.899310346805248143e-02,-2.903224648863583432e-02,-6.881610667770260426e-02,-4.949521407973886140e-04,7.822646129042923335e-02,2.760441184435510897e-01
